"","face","suit","value","game","win","start"
"16194","9","D",9,4453,0,1
"16195","A","D",1,4453,0,0
"16196","Q","S",10,4453,0,0
"16197","3","S",3,4454,0,1
"16198","6","D",6,4454,0,1
"16199","9","D",9,4454,0,0
"16200","4","S",4,4454,0,0
"16201","10","D",10,4455,1,1
"16202","A","H",1,4455,1,1
"16203","5","D",5,4456,0,1
"16204","Q","H",10,4456,0,1
"16205","10","C",10,4456,0,0
"16206","2","D",2,4457,0,1
"16207","2","H",2,4457,0,1
"16208","J","S",10,4457,0,0
"16209","Q","C",10,4457,0,0
"16210","K","D",10,4458,0,1
"16211","K","H",10,4458,0,1
"16212","7","C",7,4458,0,0
"16213","4","S",4,4459,0,1
"16214","10","H",10,4459,0,1
"16215","3","S",3,4459,0,0
"16216","9","C",9,4459,0,0
"16217","J","H",10,4460,0,1
"16218","6","S",6,4460,0,1
"16219","7","H",7,4460,0,0
"16220","6","H",6,4461,0,1
"16221","9","C",9,4461,0,1
"16222","7","S",7,4461,0,0
"16223","K","H",10,4462,1,1
"16224","A","H",1,4462,1,1
"16225","A","H",1,4463,1,1
"16226","A","C",1,4463,1,1
"16227","4","S",4,4463,1,0
"16228","5","D",5,4463,1,0
"16229","J","S",10,4464,0,1
"16230","Q","D",10,4464,0,1
"16231","J","C",10,4464,0,0
"16232","5","C",5,4465,0,1
"16233","7","D",7,4465,0,1
"16234","3","D",3,4465,0,0
"16235","Q","H",10,4465,0,0
"16236","A","H",1,4466,0,1
"16237","9","H",9,4466,0,1
"16238","6","D",6,4466,0,0
"16239","6","S",6,4466,0,0
"16240","7","C",7,4467,0,1
"16241","5","D",5,4467,0,1
"16242","J","C",10,4467,0,0
"16243","8","S",8,4468,0,1
"16244","10","H",10,4468,0,1
"16245","9","C",9,4468,0,0
"16246","9","H",9,4469,0,1
"16247","7","S",7,4469,0,1
"16248","4","D",4,4469,0,0
"16249","2","S",2,4469,0,0
"16250","8","H",8,4470,0,1
"16251","6","H",6,4470,0,1
"16252","K","C",10,4470,0,0
"16253","J","H",10,4471,0,1
"16254","7","H",7,4471,0,1
"16255","5","H",5,4471,0,0
"16256","Q","C",10,4472,0,1
"16257","2","C",2,4472,0,1
"16258","K","D",10,4472,0,0
"16259","6","S",6,4473,0,1
"16260","Q","C",10,4473,0,1
"16261","A","S",1,4473,0,0
"16262","9","C",9,4473,0,0
"16263","Q","C",10,4474,0,1
"16264","4","D",4,4474,0,1
"16265","9","H",9,4474,0,0
"16266","8","D",8,4475,0,1
"16267","A","S",1,4475,0,1
"16268","Q","S",10,4475,0,0
"16269","5","S",5,4475,0,0
"16270","4","S",4,4476,0,1
"16271","A","S",1,4476,0,1
"16272","9","S",9,4476,0,0
"16273","10","H",10,4476,0,0
"16274","K","S",10,4477,0,1
"16275","3","H",3,4477,0,1
"16276","A","S",1,4477,0,0
"16277","J","C",10,4477,0,0
"16278","J","H",10,4478,0,1
"16279","10","H",10,4478,0,1
"16280","Q","H",10,4478,0,0
"16281","5","C",5,4479,0,1
"16282","7","H",7,4479,0,1
"16283","4","C",4,4479,0,0
"16284","8","S",8,4479,0,0
"16285","2","D",2,4480,0,1
"16286","2","C",2,4480,0,1
"16287","K","D",10,4480,0,0
"16288","J","S",10,4480,0,0
"16289","5","H",5,4481,0,1
"16290","10","H",10,4481,0,1
"16291","K","H",10,4481,0,0
"16292","K","H",10,4482,1,1
"16293","7","C",7,4482,1,1
"16294","4","C",4,4482,1,0
"16295","5","C",5,4483,0,1
"16296","Q","D",10,4483,0,1
"16297","J","C",10,4483,0,0
"16298","6","S",6,4484,0,1
"16299","3","H",3,4484,0,1
"16300","4","C",4,4484,0,0
"16301","5","D",5,4484,0,0
"16302","Q","S",10,4484,0,0
"16303","5","C",5,4485,0,1
"16304","J","C",10,4485,0,1
"16305","10","H",10,4485,0,0
"16306","2","C",2,4486,1,1
"16307","9","S",9,4486,1,1
"16308","Q","D",10,4486,1,0
"16309","10","D",10,4487,0,1
"16310","8","C",8,4487,0,1
"16311","5","D",5,4487,0,0
"16312","4","D",4,4488,1,1
"16313","9","S",9,4488,1,1
"16314","8","C",8,4488,1,0
"16315","2","H",2,4489,0,1
"16316","10","H",10,4489,0,1
"16317","K","H",10,4489,0,0
"16318","A","S",1,4490,1,1
"16319","3","D",3,4490,1,1
"16320","8","C",8,4490,1,0
"16321","A","H",1,4490,1,0
"16322","8","D",8,4490,1,0
"16323","A","C",1,4491,1,1
"16324","7","S",7,4491,1,1
"16325","9","D",9,4491,1,0
"16326","4","H",4,4491,1,0
"16327","5","C",5,4492,1,1
"16328","4","C",4,4492,1,1
"16329","2","C",2,4492,1,0
"16330","J","H",10,4492,1,0
"16331","K","C",10,4493,0,1
"16332","6","C",6,4493,0,1
"16333","J","H",10,4493,0,0
"16334","7","C",7,4494,0,1
"16335","A","D",1,4494,0,1
"16336","J","S",10,4494,0,0
"16337","9","S",9,4494,0,0
"16338","10","H",10,4495,0,1
"16339","Q","D",10,4495,0,1
"16340","K","H",10,4495,0,0
"16341","Q","C",10,4496,1,1
"16342","A","H",1,4496,1,1
"16343","10","C",10,4497,0,1
"16344","5","C",5,4497,0,1
"16345","9","S",9,4497,0,0
"16346","Q","C",10,4498,0,1
"16347","4","D",4,4498,0,1
"16348","2","D",2,4498,0,0
"16349","K","S",10,4498,0,0
"16350","J","H",10,4499,0,1
"16351","4","D",4,4499,0,1
"16352","8","H",8,4499,0,0
"16353","8","H",8,4500,0,1
"16354","Q","D",10,4500,0,1
"16355","Q","S",10,4500,0,0
"16356","7","C",7,4501,0,1
"16357","7","H",7,4501,0,1
"16358","A","C",1,4501,0,0
"16359","3","S",3,4501,0,0
"16360","8","D",8,4501,0,0
"16361","K","S",10,4502,0,1
"16362","5","H",5,4502,0,1
"16363","3","D",3,4502,0,0
"16364","4","C",4,4502,0,0
"16365","Q","S",10,4503,0,1
"16366","10","D",10,4503,0,1
"16367","10","S",10,4503,0,0
"16368","10","H",10,4504,0,1
"16369","10","D",10,4504,0,1
"16370","6","D",6,4504,0,0
"16371","7","C",7,4505,0,1
"16372","2","H",2,4505,0,1
"16373","3","S",3,4505,0,0
"16374","Q","S",10,4505,0,0
"16375","3","H",3,4506,0,1
"16376","8","H",8,4506,0,1
"16377","7","D",7,4506,0,0
"16378","8","S",8,4506,0,0
"16379","10","S",10,4507,0,1
"16380","5","S",5,4507,0,1
"16381","3","S",3,4507,0,0
"16382","7","C",7,4507,0,0
"16383","10","H",10,4508,0,1
"16384","Q","S",10,4508,0,1
"16385","5","H",5,4508,0,0
"16386","6","H",6,4509,0,1
"16387","J","S",10,4509,0,1
"16388","6","C",6,4509,0,0
"16389","4","C",4,4510,0,1
"16390","K","C",10,4510,0,1
"16391","J","C",10,4510,0,0
"16392","10","H",10,4511,1,1
"16393","7","H",7,4511,1,1
"16394","4","H",4,4511,1,0
"16395","4","C",4,4512,0,1
"16396","6","C",6,4512,0,1
"16397","Q","S",10,4512,0,0
"16398","3","C",3,4512,0,0
"16399","Q","C",10,4513,0,1
"16400","7","C",7,4513,0,1
"16401","6","C",6,4513,0,0
"16402","9","S",9,4514,0,1
"16403","2","C",2,4514,0,1
"16404","7","S",7,4514,0,0
"16405","K","H",10,4514,0,0
"16406","J","H",10,4515,0,1
"16407","7","C",7,4515,0,1
"16408","8","C",8,4515,0,0
"16409","7","H",7,4516,0,1
"16410","9","D",9,4516,0,1
"16411","9","S",9,4516,0,0
"16412","6","H",6,4517,0,1
"16413","6","C",6,4517,0,1
"16414","10","C",10,4517,0,0
"16415","3","S",3,4518,0,1
"16416","9","H",9,4518,0,1
"16417","3","H",3,4518,0,0
"16418","Q","S",10,4518,0,0
"16419","Q","C",10,4519,0,1
"16420","8","S",8,4519,0,1
"16421","J","H",10,4519,0,0
"16422","K","H",10,4520,0,1
"16423","10","H",10,4520,0,1
"16424","5","S",5,4520,0,0
"16425","4","H",4,4521,0,1
"16426","5","C",5,4521,0,1
"16427","9","S",9,4521,0,0
"16428","10","H",10,4521,0,0
"16429","Q","S",10,4522,0,1
"16430","5","D",5,4522,0,1
"16431","5","H",5,4522,0,0
"16432","J","S",10,4522,0,0
"16433","Q","S",10,4523,1,1
"16434","A","D",1,4523,1,1
"16435","7","C",7,4524,0,1
"16436","8","C",8,4524,0,1
"16437","5","H",5,4524,0,0
"16438","Q","S",10,4524,0,0
"16439","A","D",1,4525,0,1
"16440","4","D",4,4525,0,1
"16441","5","D",5,4525,0,0
"16442","9","H",9,4525,0,0
"16443","8","H",8,4525,0,0
"16444","K","D",10,4526,0,1
"16445","5","S",5,4526,0,1
"16446","5","H",5,4526,0,0
"16447","6","H",6,4526,0,0
"16448","10","S",10,4527,0,1
"16449","7","C",7,4527,0,1
"16450","7","D",7,4527,0,0
"16451","9","D",9,4528,0,1
"16452","4","C",4,4528,0,1
"16453","9","H",9,4528,0,0
"16454","8","S",8,4529,0,1
"16455","4","C",4,4529,0,1
"16456","10","H",10,4529,0,0
"16457","2","C",2,4530,0,1
"16458","Q","S",10,4530,0,1
"16459","8","D",8,4530,0,0
"16460","4","D",4,4530,0,0
"16461","A","D",1,4531,0,1
"16462","6","D",6,4531,0,1
"16463","7","H",7,4531,0,0
"16464","8","D",8,4531,0,0
"16465","Q","C",10,4532,1,1
"16466","A","S",1,4532,1,1
"16467","9","D",9,4533,1,1
"16468","A","H",1,4533,1,1
"16469","A","C",1,4533,1,0
"16470","7","C",7,4534,0,1
"16471","K","C",10,4534,0,1
"16472","10","S",10,4534,0,0
"16473","K","H",10,4535,0,1
"16474","2","H",2,4535,0,1
"16475","J","C",10,4535,0,0
"16476","4","D",4,4536,1,1
"16477","7","D",7,4536,1,1
"16478","4","S",4,4536,1,0
"16479","6","C",6,4536,1,0
"16480","8","D",8,4537,0,1
"16481","Q","D",10,4537,0,1
"16482","6","C",6,4537,0,0
"16483","9","D",9,4538,0,1
"16484","3","C",3,4538,0,1
"16485","4","H",4,4538,0,0
"16486","8","C",8,4538,0,0
"16487","K","H",10,4539,1,1
"16488","A","H",1,4539,1,1
"16489","2","H",2,4540,0,1
"16490","2","D",2,4540,0,1
"16491","3","D",3,4540,0,0
"16492","2","C",2,4540,0,0
"16493","7","D",7,4540,0,0
"16494","6","C",6,4540,0,0
"16495","K","S",10,4541,1,1
"16496","3","S",3,4541,1,1
"16497","8","D",8,4541,1,0
"16498","5","C",5,4542,0,1
"16499","4","D",4,4542,0,1
"16500","J","H",10,4542,0,0
"16501","K","H",10,4542,0,0
"16502","2","C",2,4543,0,1
"16503","6","D",6,4543,0,1
"16504","9","D",9,4543,0,0
"16505","A","H",1,4543,0,0
"16506","2","H",2,4543,0,0
"16507","10","C",10,4543,0,0
"16508","9","D",9,4544,0,1
"16509","Q","D",10,4544,0,1
"16510","3","S",3,4544,0,0
"16511","Q","C",10,4545,1,1
"16512","Q","D",10,4545,1,1
"16513","A","D",1,4545,1,0
"16514","5","C",5,4546,0,1
"16515","4","H",4,4546,0,1
"16516","7","H",7,4546,0,0
"16517","8","C",8,4546,0,0
"16518","A","C",1,4547,0,1
"16519","9","S",9,4547,0,1
"16520","6","S",6,4547,0,0
"16521","J","H",10,4547,0,0
"16522","10","D",10,4548,0,1
"16523","J","H",10,4548,0,1
"16524","6","S",6,4548,0,0
"16525","J","S",10,4549,0,1
"16526","K","D",10,4549,0,1
"16527","3","D",3,4549,0,0
"16528","K","H",10,4550,0,1
"16529","8","D",8,4550,0,1
"16530","8","C",8,4550,0,0
"16531","9","C",9,4551,0,1
"16532","3","D",3,4551,0,1
"16533","J","H",10,4551,0,0
"16534","6","D",6,4552,0,1
"16535","2","D",2,4552,0,1
"16536","6","C",6,4552,0,0
"16537","2","H",2,4552,0,0
"16538","9","H",9,4552,0,0
"16539","2","D",2,4553,1,1
"16540","A","H",1,4553,1,1
"16541","8","H",8,4553,1,0
"16542","K","D",10,4554,0,1
"16543","2","S",2,4554,0,1
"16544","3","H",3,4554,0,0
"16545","J","C",10,4554,0,0
"16546","4","H",4,4555,0,1
"16547","9","D",9,4555,0,1
"16548","4","S",4,4555,0,0
"16549","6","D",6,4555,0,0
"16550","10","H",10,4556,0,1
"16551","5","D",5,4556,0,1
"16552","8","C",8,4556,0,0
"16553","10","H",10,4557,1,1
"16554","A","C",1,4557,1,1
"16555","6","S",6,4558,0,1
"16556","5","H",5,4558,0,1
"16557","A","D",1,4558,0,0
"16558","J","C",10,4558,0,0
"16559","7","D",7,4559,0,1
"16560","10","S",10,4559,0,1
"16561","2","H",2,4559,0,0
"16562","9","C",9,4559,0,0
"16563","9","C",9,4560,0,1
"16564","3","H",3,4560,0,1
"16565","6","D",6,4560,0,0
"16566","Q","C",10,4560,0,0
"16567","9","H",9,4561,0,1
"16568","3","S",3,4561,0,1
"16569","Q","H",10,4561,0,0
"16570","7","C",7,4562,0,1
"16571","6","S",6,4562,0,1
"16572","J","H",10,4562,0,0
"16573","3","S",3,4563,0,1
"16574","Q","C",10,4563,0,1
"16575","10","D",10,4563,0,0
"16576","6","H",6,4564,0,1
"16577","2","C",2,4564,0,1
"16578","8","S",8,4564,0,0
"16579","Q","D",10,4564,0,0
"16580","Q","H",10,4565,0,1
"16581","K","D",10,4565,0,1
"16582","5","S",5,4565,0,0
"16583","3","D",3,4566,0,1
"16584","7","C",7,4566,0,1
"16585","K","S",10,4566,0,0
"16586","6","D",6,4566,0,0
"16587","A","S",1,4567,0,1
"16588","3","S",3,4567,0,1
"16589","3","C",3,4567,0,0
"16590","10","C",10,4567,0,0
"16591","6","S",6,4567,0,0
"16592","8","C",8,4568,0,1
"16593","Q","S",10,4568,0,1
"16594","10","H",10,4568,0,0
"16595","6","H",6,4569,0,1
"16596","6","C",6,4569,0,1
"16597","5","H",5,4569,0,0
"16598","6","D",6,4569,0,0
"16599","K","C",10,4570,0,1
"16600","4","D",4,4570,0,1
"16601","10","S",10,4570,0,0
"16602","4","C",4,4571,0,1
"16603","9","D",9,4571,0,1
"16604","6","D",6,4571,0,0
"16605","Q","S",10,4571,0,0
"16606","8","C",8,4572,0,1
"16607","9","S",9,4572,0,1
"16608","J","S",10,4572,0,0
"16609","6","D",6,4573,0,1
"16610","Q","C",10,4573,0,1
"16611","K","D",10,4573,0,0
"16612","6","H",6,4574,0,1
"16613","J","H",10,4574,0,1
"16614","9","C",9,4574,0,0
"16615","A","C",1,4575,0,1
"16616","3","D",3,4575,0,1
"16617","4","D",4,4575,0,0
"16618","5","H",5,4575,0,0
"16619","K","S",10,4575,0,0
"16620","J","H",10,4576,0,1
"16621","8","C",8,4576,0,1
"16622","K","C",10,4576,0,0
"16623","5","C",5,4577,0,1
"16624","10","S",10,4577,0,1
"16625","A","S",1,4577,0,0
"16626","3","C",3,4577,0,0
"16627","4","S",4,4577,0,0
"16628","5","C",5,4578,0,1
"16629","9","D",9,4578,0,1
"16630","10","H",10,4578,0,0
"16631","3","S",3,4579,0,1
"16632","4","H",4,4579,0,1
"16633","8","D",8,4579,0,0
"16634","K","D",10,4579,0,0
"16635","9","S",9,4580,0,1
"16636","K","S",10,4580,0,1
"16637","Q","H",10,4580,0,0
"16638","6","H",6,4581,0,1
"16639","A","C",1,4581,0,1
"16640","6","C",6,4581,0,0
"16641","6","S",6,4581,0,0
"16642","4","S",4,4581,0,0
"16643","8","H",8,4582,0,1
"16644","4","S",4,4582,0,1
"16645","J","H",10,4582,0,0
"16646","Q","S",10,4583,0,1
"16647","K","H",10,4583,0,1
"16648","4","H",4,4583,0,0
"16649","5","D",5,4584,0,1
"16650","A","D",1,4584,0,1
"16651","7","H",7,4584,0,0
"16652","A","H",1,4584,0,0
"16653","8","C",8,4584,0,0
"16654","A","D",1,4585,1,1
"16655","J","S",10,4585,1,1
"16656","6","S",6,4586,0,1
"16657","9","D",9,4586,0,1
"16658","Q","S",10,4586,0,0
"16659","3","D",3,4587,1,1
"16660","9","H",9,4587,1,1
"16661","A","S",1,4587,1,0
"16662","A","H",1,4587,1,0
"16663","7","C",7,4587,1,0
"16664","10","C",10,4588,0,1
"16665","3","C",3,4588,0,1
"16666","4","D",4,4588,0,0
"16667","5","H",5,4588,0,0
"16668","A","C",1,4589,0,1
"16669","7","C",7,4589,0,1
"16670","8","H",8,4589,0,0
"16671","Q","C",10,4589,0,0
"16672","J","C",10,4590,0,1
"16673","K","H",10,4590,0,1
"16674","8","H",8,4590,0,0
"16675","2","C",2,4591,0,1
"16676","3","D",3,4591,0,1
"16677","6","H",6,4591,0,0
"16678","8","S",8,4591,0,0
"16679","9","S",9,4591,0,0
"16680","Q","C",10,4592,0,1
"16681","J","S",10,4592,0,1
"16682","J","C",10,4592,0,0
"16683","J","C",10,4593,0,1
"16684","K","S",10,4593,0,1
"16685","4","S",4,4593,0,0
"16686","3","C",3,4594,0,1
"16687","K","D",10,4594,0,1
"16688","4","H",4,4594,0,0
"16689","A","H",1,4594,0,0
"16690","4","C",4,4594,0,0
"16691","8","D",8,4595,0,1
"16692","9","C",9,4595,0,1
"16693","8","H",8,4595,0,0
"16694","A","H",1,4596,0,1
"16695","4","S",4,4596,0,1
"16696","4","H",4,4596,0,0
"16697","9","S",9,4596,0,0
"16698","A","C",1,4596,0,0
"16699","10","C",10,4596,0,0
"16700","A","D",1,4597,1,1
"16701","Q","C",10,4597,1,1
"16702","K","S",10,4598,1,1
"16703","A","D",1,4598,1,1
"16704","4","D",4,4599,0,1
"16705","6","D",6,4599,0,1
"16706","2","C",2,4599,0,0
"16707","8","D",8,4599,0,0
"16708","7","D",7,4599,0,0
"16709","4","S",4,4600,0,1
"16710","9","H",9,4600,0,1
"16711","10","S",10,4600,0,0
"16712","A","D",1,4601,0,1
"16713","8","H",8,4601,0,1
"16714","10","H",10,4601,0,0
"16715","6","D",6,4601,0,0
"16716","A","D",1,4602,0,1
"16717","2","D",2,4602,0,1
"16718","A","S",1,4602,0,0
"16719","5","C",5,4602,0,0
"16720","J","D",10,4602,0,0
"16721","9","D",9,4602,0,0
"16722","Q","S",10,4603,1,1
"16723","A","H",1,4603,1,1
"16724","9","S",9,4604,0,1
"16725","7","D",7,4604,0,1
"16726","9","D",9,4604,0,0
"16727","9","H",9,4605,0,1
"16728","8","D",8,4605,0,1
"16729","J","H",10,4605,0,0
"16730","9","S",9,4606,0,1
"16731","10","S",10,4606,0,1
"16732","K","D",10,4606,0,0
"16733","5","S",5,4607,1,1
"16734","J","S",10,4607,1,1
"16735","6","S",6,4607,1,0
"16736","A","C",1,4608,1,1
"16737","2","C",2,4608,1,1
"16738","A","D",1,4608,1,0
"16739","4","C",4,4608,1,0
"16740","A","S",1,4608,1,0
"16741","2","D",2,4608,1,0
"16742","10","H",10,4609,0,1
"16743","J","D",10,4609,0,1
"16744","4","S",4,4609,0,0
"16745","3","H",3,4610,0,1
"16746","A","D",1,4610,0,1
"16747","A","S",1,4610,0,0
"16748","5","D",5,4610,0,0
"16749","4","D",4,4610,0,0
"16750","9","S",9,4610,0,0
"16751","9","C",9,4611,1,1
"16752","9","S",9,4611,1,1
"16753","3","S",3,4611,1,0
"16754","4","C",4,4612,1,1
"16755","A","S",1,4612,1,1
"16756","2","H",2,4612,1,0
"16757","4","S",4,4612,1,0
"16758","3","D",3,4613,0,1
"16759","7","H",7,4613,0,1
"16760","9","C",9,4613,0,0
"16761","K","S",10,4613,0,0
"16762","9","S",9,4614,0,1
"16763","8","D",8,4614,0,1
"16764","8","C",8,4614,0,0
"16765","2","S",2,4615,0,1
"16766","2","H",2,4615,0,1
"16767","10","D",10,4615,0,0
"16768","8","D",8,4615,0,0
"16769","6","D",6,4616,0,1
"16770","6","H",6,4616,0,1
"16771","J","D",10,4616,0,0
"16772","K","S",10,4617,0,1
"16773","Q","C",10,4617,0,1
"16774","4","H",4,4617,0,0
"16775","9","D",9,4618,0,1
"16776","4","D",4,4618,0,1
"16777","2","D",2,4618,0,0
"16778","10","S",10,4618,0,0
"16779","Q","H",10,4619,1,1
"16780","5","D",5,4619,1,1
"16781","6","H",6,4619,1,0
"16782","9","H",9,4620,0,1
"16783","8","D",8,4620,0,1
"16784","10","D",10,4620,0,0
"16785","Q","C",10,4621,0,1
"16786","2","C",2,4621,0,1
"16787","2","H",2,4621,0,0
"16788","K","H",10,4621,0,0
"16789","Q","S",10,4622,0,1
"16790","8","S",8,4622,0,1
"16791","9","C",9,4622,0,0
"16792","3","C",3,4623,0,1
"16793","2","C",2,4623,0,1
"16794","5","H",5,4623,0,0
"16795","J","C",10,4623,0,0
"16796","K","H",10,4623,0,0
"16797","Q","D",10,4624,0,1
"16798","9","S",9,4624,0,1
"16799","8","C",8,4624,0,0
"16800","8","S",8,4625,0,1
"16801","4","C",4,4625,0,1
"16802","3","H",3,4625,0,0
"16803","2","C",2,4625,0,0
"16804","10","C",10,4625,0,0
"16805","5","S",5,4626,0,1
"16806","9","D",9,4626,0,1
"16807","Q","H",10,4626,0,0
"16808","A","D",1,4627,1,1
"16809","Q","D",10,4627,1,1
"16810","5","H",5,4628,1,1
"16811","9","D",9,4628,1,1
"16812","7","D",7,4628,1,0
"16813","2","S",2,4629,1,1
"16814","A","S",1,4629,1,1
"16815","8","D",8,4629,1,0
"16816","9","H",9,4630,0,1
"16817","6","C",6,4630,0,1
"16818","Q","C",10,4630,0,0
"16819","4","S",4,4631,0,1
"16820","A","S",1,4631,0,1
"16821","8","D",8,4631,0,0
"16822","K","D",10,4631,0,0
"16823","7","C",7,4632,0,1
"16824","10","S",10,4632,0,1
"16825","2","D",2,4632,0,0
"16826","9","D",9,4632,0,0
"16827","2","D",2,4633,0,1
"16828","J","S",10,4633,0,1
"16829","10","D",10,4633,0,0
"16830","4","D",4,4634,0,1
"16831","A","S",1,4634,0,1
"16832","8","C",8,4634,0,0
"16833","J","C",10,4634,0,0
"16834","9","H",9,4635,0,1
"16835","7","S",7,4635,0,1
"16836","Q","H",10,4635,0,0
"16837","9","D",9,4636,0,1
"16838","3","H",3,4636,0,1
"16839","K","D",10,4636,0,0
"16840","Q","S",10,4637,0,1
"16841","4","C",4,4637,0,1
"16842","2","S",2,4637,0,0
"16843","J","S",10,4637,0,0
"16844","4","D",4,4638,0,1
"16845","6","S",6,4638,0,1
"16846","7","H",7,4638,0,0
"16847","5","D",5,4638,0,0
"16848","7","C",7,4639,0,1
"16849","5","C",5,4639,0,1
"16850","J","D",10,4639,0,0
"16851","Q","H",10,4640,0,1
"16852","3","D",3,4640,0,1
"16853","7","D",7,4640,0,0
"16854","8","D",8,4640,0,0
"16855","8","C",8,4641,0,1
"16856","10","S",10,4641,0,1
"16857","5","S",5,4641,0,0
"16858","K","C",10,4642,0,1
"16859","3","C",3,4642,0,1
"16860","9","C",9,4642,0,0
"16861","8","H",8,4643,0,1
"16862","10","D",10,4643,0,1
"16863","6","S",6,4643,0,0
"16864","A","S",1,4644,0,1
"16865","8","H",8,4644,0,1
"16866","K","C",10,4644,0,0
"16867","3","D",3,4644,0,0
"16868","7","C",7,4645,1,1
"16869","2","D",2,4645,1,1
"16870","2","C",2,4645,1,0
"16871","Q","H",10,4645,1,0
"16872","2","H",2,4646,0,1
"16873","3","S",3,4646,0,1
"16874","7","H",7,4646,0,0
"16875","10","C",10,4646,0,0
"16876","A","S",1,4647,1,1
"16877","K","D",10,4647,1,1
"16878","8","S",8,4648,0,1
"16879","Q","D",10,4648,0,1
"16880","J","S",10,4648,0,0
"16881","A","D",1,4649,0,1
"16882","2","C",2,4649,0,1
"16883","K","C",10,4649,0,0
"16884","Q","D",10,4649,0,0
"16885","8","D",8,4650,0,1
"16886","10","D",10,4650,0,1
"16887","J","C",10,4650,0,0
"16888","4","S",4,4651,0,1
"16889","6","C",6,4651,0,1
"16890","6","D",6,4651,0,0
"16891","A","S",1,4651,0,0
"16892","J","D",10,4651,0,0
"16893","J","H",10,4652,1,1
"16894","7","D",7,4652,1,1
"16895","4","D",4,4652,1,0
"16896","5","D",5,4653,0,1
"16897","K","C",10,4653,0,1
"16898","9","D",9,4653,0,0
"16899","2","S",2,4654,0,1
"16900","Q","D",10,4654,0,1
"16901","5","H",5,4654,0,0
"16902","3","S",3,4654,0,0
"16903","2","H",2,4654,0,0
"16904","6","S",6,4655,0,1
"16905","5","D",5,4655,0,1
"16906","6","C",6,4655,0,0
"16907","5","C",5,4655,0,0
"16908","8","S",8,4656,0,1
"16909","5","H",5,4656,0,1
"16910","K","C",10,4656,0,0
"16911","A","C",1,4657,1,1
"16912","A","S",1,4657,1,1
"16913","10","S",10,4657,1,0
"16914","9","D",9,4657,1,0
"16915","5","S",5,4658,0,1
"16916","7","D",7,4658,0,1
"16917","4","D",4,4658,0,0
"16918","A","D",1,4658,0,0
"16919","10","C",10,4658,0,0
"16920","5","H",5,4659,0,1
"16921","7","D",7,4659,0,1
"16922","2","H",2,4659,0,0
"16923","J","S",10,4659,0,0
"16924","3","C",3,4660,0,1
"16925","2","D",2,4660,0,1
"16926","8","C",8,4660,0,0
"16927","J","S",10,4660,0,0
"16928","2","D",2,4661,0,1
"16929","5","D",5,4661,0,1
"16930","K","D",10,4661,0,0
"16931","5","H",5,4661,0,0
"16932","5","S",5,4662,1,1
"16933","10","D",10,4662,1,1
"16934","6","H",6,4662,1,0
"16935","K","D",10,4663,0,1
"16936","K","C",10,4663,0,1
"16937","K","H",10,4663,0,0
"16938","2","C",2,4664,0,1
"16939","10","C",10,4664,0,1
"16940","6","S",6,4664,0,0
"16941","4","S",4,4664,0,0
"16942","J","H",10,4665,1,1
"16943","A","C",1,4665,1,1
"16944","2","S",2,4666,1,1
"16945","5","D",5,4666,1,1
"16946","6","D",6,4666,1,0
"16947","8","C",8,4666,1,0
"16948","6","D",6,4667,0,1
"16949","4","C",4,4667,0,1
"16950","8","C",8,4667,0,0
"16951","6","S",6,4667,0,0
"16952","3","D",3,4668,0,1
"16953","7","S",7,4668,0,1
"16954","J","S",10,4668,0,0
"16955","6","H",6,4668,0,0
"16956","6","D",6,4669,0,1
"16957","7","C",7,4669,0,1
"16958","Q","H",10,4669,0,0
"16959","2","H",2,4670,0,1
"16960","6","H",6,4670,0,1
"16961","K","C",10,4670,0,0
